11754|3775 Redwood Ci|37.4170082|-122.1173006
11751|3775 Wright Pl|37.4164425|-122.1183118
30904|3776 Redwood Ci|37.4165728|-122.1172884
14692|3776 Starr King Ci|37.4165738|-122.1179933
14689|3778 Redwood Ci|37.4165624|-122.117105
14709|3779 Redwood Ci|37.4170444|-122.1170942
14688|3780 Redwood Ci|37.4165898|-122.1169267
11750|3780 Starr King Ci|37.416403|-122.1179418
8874|3780 Wright Pl|37.4159487|-122.1183001
11749|3781 Starr King Ci|37.4163247|-122.117342
14687|3782 Redwood Ci|37.4166889|-122.1167502
14696|3783 Redwood Ci|37.4171089|-122.1168997
14638|3783 Starr King Ci|37.4161793|-122.1173761
14686|3784 Redwood Ci|37.4167625|-122.1166133
14639|3785 Starr King Ci|37.4160568|-122.1174587
14691|3785 Wright Pl|37.4162184|-122.1179875
14685|3786 Redwood Ci|37.4168968|-122.1164128
11753|3787 Redwood Ci|37.4172135|-122.1166914
14640|3787 Starr King Ci|37.4159002|-122.1175658
14684|3788 Redwood Ci|37.4169932|-122.1162492
14695|3789 Redwood Ci|37.4173533|-122.116561
14683|3790 Redwood Ci|37.4170796|-122.1160796
14682|3792 Redwood Ci|37.4172199|-122.1159837
11752|3793 Redwood Ci|37.4175178|-122.1164362
14681|3794 Redwood Ci|37.4173373|-122.1158753
11775|3795 Redwood Ci|37.417679|-122.116384
14679|3796 Redwood Ci|37.4175295|-122.1158935
14676|3798 Redwood Ci|37.4176974|-122.1158568
11214|37 Roosevelt Ci|37.4177223|-122.1215471
19508|3805 Carlson Ci|37.4181239|-122.1155569
11774|3809 Carlson Ci|37.4180543|-122.1153889
14677|3810 Carlson Ci|37.4175644|-122.1156349
19509|3817 Carlson Ci|37.4180095|-122.1152163
14678|3824 Carlson Ci|37.4175225|-122.1154978
19547|3825 Carlson Ci|37.4178852|-122.115094
14680|3830 Carlson Ci|37.4174673|-122.1153535
19546|3831 Carlson Ci|37.4177993|-122.1149762
19545|3835 Carlson Ci|37.4177037|-122.1148315
8853|38 Roosevelt Ci|37.4175779|-122.1221203
11200|40 Roosevelt Ci|37.417707|-122.1222562
8864|41 Roosevelt Ci|37.4178684|-122.1216651
8852|42 Roosevelt Ci|37.4178725|-122.1222084
33715|42 Roosevelt Ci UNIT A|37.4178338|-122.122199
11199|44 Roosevelt Ci|37.418017|-122.1222519
