lon lat cluster
-122.1337922 37.4283039 1
-122.132665 37.4275987 1
-122.131862 37.427129 1
-122.1309715 37.426556 1
-122.1294244 37.4255817 1
-122.1283869 37.4241842 1
-122.1271012 37.4238859 1
-122.1264297 37.4234792 1
-122.1257903 37.4230079 1
-122.1246788 37.422329 2
-122.1239348 37.4218794 2
-122.1232234 37.4214596 2
-122.1225657 37.4210289 2
-122.1221556 37.4202212 2
-122.1207937 37.4209495 2
-122.1214335 37.4213935 2
-122.1221195 37.421829 2
-122.1227982 37.4222518 2
-122.1234826 37.4226756 2
-122.1244877 37.4227293 2
-122.1255691 37.4234431 2
-122.1262572 37.423855 2
-122.1273415 37.4245924 2
-122.1281507 37.4258939 2
-122.1290906 37.4259336 2
-122.1297333 37.426331 2
-122.1305996 37.4274485 2
-122.1313451 37.4279277 2
-122.1320712 37.4284355 2
-122.1334056 37.4286394 2
-122.1341624 37.429092 2
-122.1349049 37.4295742 2
-122.1362298 37.4305823 2
-122.1368539 37.4315148 2
-122.1204733 37.4212679 2
-122.1209317 37.4221518 2
-122.1219622 37.4222177 2
-122.1226417 37.4226464 2
-122.123067 37.4234869 2
-122.1240291 37.4235538 2
-122.1249395 37.4246913 2
-122.125884 37.4247007 2
-122.1263356 37.4258463 2
-122.1277526 37.4262317 2
-122.1283377 37.427226 2
-122.1286794 37.4279485 2
-122.1299694 37.4275921 2
-122.1308225 37.428139 2
-122.1316483 37.4286496 2
-122.1323713 37.4297456 2
-122.1333224 37.4297089 2
-122.1342726 37.4309001 2
-122.1352712 37.4316209 2
-122.1359723 37.4319821 2
-122.1351347 37.4318404 2
-122.1346577 37.4323256 2
-122.1333002 37.4336272 2
-122.1329765 37.4346378 2
-122.1311599 37.4351783 2
-122.1302996 37.4358039 2
-122.1297084 37.4363833 2
-122.1323022 37.430702 2
-122.1316301 37.4302725 2
-122.1307693 37.429189 2
-122.1298864 37.4291569 2
-122.1259258 37.4265206 2
-122.125289 37.4255673 2
-122.1244861 37.4250733 2
-122.1233034 37.4250024 2
-122.1225696 37.4246615 2
-122.1217594 37.4243157 2
-122.1250588 37.4230454 2
-122.1269337 37.4216369 2
-122.1355736 37.4284902 2
-122.1252603 37.420689 2
-122.125013 37.4204273 2
-122.1253219 37.4203513 2
-122.1256933 37.4205838 2
-122.1257672 37.4198622 2
-122.1256354 37.4200701 2
-122.1254139 37.4203345 2
-122.1259834 37.4199069 2
-122.1261992 37.4200432 2
-122.1244622 37.4189579 2
-122.1257863 37.4200794 2
-122.1244622 37.4189579 2
-122.1249138 37.4202828 2
-122.1250672 37.4200766 2
-122.1251824 37.4199008 2
-122.1249333 37.4197503 2
-122.1247458 37.4197052 2
-122.1249463 37.4194697 2
-122.1253043 37.4196517 2
-122.1252604 37.4198335 2
-122.1243926 37.41996 2
-122.1245075 37.4201873 2
-122.1247539 37.4202984 2
