lon lat cluster
-122.1177144 37.4403192 2
-122.1216116 37.4403668 2
-122.1238092 37.4404414 2
-122.1214192 37.4405541 2
-122.1198899 37.4406228 2
-122.1224102 37.4406991 2
-122.1275519 37.4407968 2
-122.1240795 37.4408492 2
-122.1205424 37.4409414 2
-122.1199394 37.4410381 2
-122.1163685 37.4411071 2
-122.1192499 37.4411951 2
-122.1269749 37.4412696 2
-122.1202471 37.4413338 2
-122.1163054 37.4414092 2
-122.1216308 37.4415008 2
-122.1238062 37.441534 2
-122.1265982 37.4416229 2
-122.1209634 37.4416866 2
-122.1247009 37.441753 2
-122.1213023 37.4418185 2
-122.1263469 37.4418864 2
-122.1219103 37.4419539 2
-122.1202279 37.4420399 2
-122.1231784 37.4420992 2
-122.1241905 37.4422174 2
-122.1218707 37.4424073 2
-122.121304 37.4425527 2
-122.1233533 37.4426813 2
-122.1209337 37.4429244 2
-122.1235296 37.4430768 2
-122.1244712 37.4432856 2
-122.1230013 37.4434427 2
-122.1202714 37.4436311 2
-122.1232386 37.4438955 2
-122.1241135 37.4441404 2
-122.1238252 37.4444282 2
-122.122699 37.4447713 2
-122.1202596 37.4449302 2
-122.1218619 37.4450371 2
-122.1226102 37.4451611 2
-122.1213527 37.4452874 2
-122.1220306 37.4453884 2
-122.1212525 37.4454516 2
-122.121348 37.4455111 2
-122.12234 37.4455915 2
-122.1210671 37.4456714 2
-122.1212369 37.4457764 2
-122.1215094 37.4458582 2
-122.1213833 37.4459808 2
